,job_title,salary,company,location,is_remote,job_rating,job_summary,post_date,extract_date,job_url,rate_by,min,max,adjusted_salary,yearly_adjusted_salary,salary_bins
8,Data and Information Technology Analyst,$18 - $24 an hour,Community Health Centers of Arkansas,"Little Rock, AR",Temporarily remote,,"4+ years of data analyst, business analyst or quality assurance analyst experience (Required), Minimum 2+ years of IT support in health care.",8 days ago,2021-01-15,https://www.indeed.com/company/Community-Health-Centers-of-Arkansas/jobs/Data-Information-Technology-Analyst-b91f06fda7e91163?fccid=773fc295907ed3d2&vjs=3,Hourly,18.0,24.0,21.0,51324.0,50K - 70K
0,Data Analyst,"$48,000 - $55,000 a year",Buchanan & Edwards,"Austin, TX",Temporarily remote,4.0,"Perform extensive data profiling and analysis of client data.
Explore existing data repositories to understand what data are where so you can leverage those…",25 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKHRY3EBuMGNloIfhM-SvWh-cjZSdPFKRcQWOmhVqGbySQviKOKCqa64hivjpK3bVuGTWbEvuu_3nksmIRW6Rw3fRHF_bSvBMoTtke0mJ3I5YTC5bV3O-mZK932FDxFk_7W_I-V98X_cJ0Q9TaPDi-z0PF3UEUU7hT3rTeEjZIzXypJzN14HnY7HdTXHgbf6zQbbn33v1wx6yRIi71-dWg2JbpIziXD5waW1SVOJJLX9psd_1vXMjFOmbeUTAdkIDpXZJDt1AxAz2T6QsV8zNd4aDw_2uC88Vf0N7kP1TPUajn-iPBwjGjBxmLCPhlWBC-103N9i-zTsffVMcTdm4x8msvG547FSarzIkKFgt7kVGY5rvM5I1gAh_sKMS_xxl9VuM4YTxeQD8LtNEUR-7D1yxmSGDb52DAUTZsneqoZB2L8Kp6vsUTnSde-ryYFRI=&p=0&fvj=1&vjs=3,Yearly,48000.0,55000.0,51500.0,51500.0,50K - 70K
4,Business Analyst,"$40,000 - $50,000 a year",Rapid Radiology,"Austin, TX",,3.1,"Develop database data specifications, including user requirements, edit rules/checks, query logic and data validations.
Job Type: Full-time or Part-time.",3 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDybACEA0lfHk3x5mZ27-jXLCkFVFbf2oOrurNyDbioob17venLLNO8cVhjKXr5JCi2v0yE5vdoe6-_VyK0WpvjZnGNiPVggvLcq4vrA3WxcT3oWcfvmOgwvL4wapbsmvRuqSL0MwxsrKKUo_el2t8SXg-yfT66ztG0cHpoAhd0ToDUON-aN7schIOGymotRMxg46YLon4VVskPvfxFxW4q0SbMCHUz9Hz74zR7wH4cL0XaRGZ8VoGSxiTK-UxzTxmp9JCUGzv-M3sYE09MNESHhtX-0bk_H09KTZ0hIm0Gmu3YmepWFFg7hdUlISyRD0OZPyKDxkDvH82N5eYunO3NW90gCkEbZ9gDPeklhfp0Q9orZvNl2oq0oS38eohhjvWLaKI9jRLpF82ju-HXyzaOLAg9_SyF4aXj04Ml6jLjnPpb01lpHZ468qTR07P2rY=&p=4&fvj=1&vjs=3,Yearly,40000.0,50000.0,45000.0,45000.0,0 - 50K
5,Data Analyst,$21.63 - $23.07 an hour,Better Business Bureau Serving the Heart of Texas,"Austin, TX",,,"Proven experience in a data analyst/performing research role.
Organize and present data according to various audiences; communicate data and statistical…",Today,2021-01-15,https://www.indeed.com/rc/clk?jk=784040c4b3e9c1ed&fccid=a18e6ae6cd7d3bf3&vjs=3,Hourly,21.63,23.07,22.35,54623.4,50K - 70K
9,Data Analyst,"$4,599 - $6,700 a month",Health & Human Services Comm,"Austin, TX",,3.4,"Conducts data analyses and interpretation of data to identify trends and evidence-based best practices.
EJF4. Creates system documentation and specifications…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=2e5bccd80e1d0a7c&fccid=113517153f849886&vjs=3,Monthly,4599.0,6700.0,5649.5,67794.0,50K - 70K
10,Business Data Analyst (12382),"$5,000 a month",Texas Department of Insurance,"Austin, TX",Temporarily remote,3.8,"Additionally, this position requires four years of experience working with data analysis and reporting, including development of statistics.",30+ days ago,2021-01-15,https://www.indeed.com/company/TEXAS-DEPARTMENT-OF-INSURANCE/jobs/Business-Data-Analyst-52ad2871e391da09?fccid=6811ba59bc58fae5&vjs=3,Monthly,5000.0,0.0,5000.0,60000.0,50K - 70K
11,Data Analyst II,"$3,763 - $6,149 a month",Texas Civil Commitment Office,"Austin, TX",,,"Skill in attention to detail and self-editing to produce quality data and written reports.
Coordinates, plans, develops, and monitors research projects to…",16 days ago,2021-01-15,https://www.indeed.com/company/Texas-Civil-Commitment-Office/jobs/Data-Analyst-5a5e930308641eee?fccid=e8a3dc1f4f58c33a&vjs=3,Monthly,3763.0,6149.0,4956.0,59472.0,50K - 70K
16,Data Quality Analyst (Data Analyst IV),"$4,917 - $6,666 a month",TEXAS EDUCATION AGENCY,"Austin, TX",,3.7,"Skill in SAS programming language and data analysis techniques, including analyzing data for compliance with business rules.
Travel: Yes, 5 % of the Time.",2 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=7327ef8b123d83cb&fccid=f80b1ab2ecf7173c&vjs=3,Monthly,4917.0,6666.0,5791.5,69498.0,50K - 70K
20,Business Analyst,$30 - $45 an hour,Roc Search,"Austin, TX",,4.1,"5+ years of experience as a Business Analyst.
Job Types: Full-time, Contract.
Sanitizing, disinfecting, or cleaning procedures in place.",Today,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMHfdvImXyhvk82aHanYmk_omNMXOkHedsHncAw9pogZQ8McdVG3ZgtV6D129IFYge4Bl8DOojNFmPzEX39ON4o0JgAeJFhEm2F0KMOtaws5uU_oc25bc0wyvup3A5xe-t3lkvPRXeIfKrMwpMtesnpBTqLLLJ5-Ql4kOcM1f3YHnFoj6cbrQZ9OpBEop4roh8EQ7UjPpo4g8EbW68oPKFLd9lmCaXBPr6BJu96xOKQlmPFm4VknAF0IHY6ZieC0XjxvXjjflnSG8AmfH_AaWRyXjfnIa85_rRzDLdO1QrYBMXhF950IiCLz2Fg8sFYRTS5ZYXkXXUjbZQT0iGqWMKS1GgsnFT6i7vQa7JN10qLG_q-8Twxpku7uSMwocjYQbOE-NxJ_LxYbDi1G6MJqEkUSijwRup9gZk9KhUXxj3btURf1Upffxe7ffw8VdJ2E49bSf7hU1pqNwI6SoAXKQW&p=5&fvj=1&vjs=3,Hourly,30.0,45.0,37.5,91650.0,90K - 120K
24,Program Analyst,"$65,887 - $96,640 a year",US Department of Homeland Security,"Austin, TX",,3.8,"3 full years of progressively higher level graduate education leading to such a degree.
This position is being announced under FEMA's Cadre of On-call Response…",2 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=79e4cef247387a66&fccid=e3977494b2ebf993&vjs=3,Yearly,65887.0,96640.0,81263.5,81263.5,70K - 90K
27,Business Analyst 2,"$130,000 - $141,136 a year",The Teltech Group,"Austin, TX",Remote,,"System Analysis and Design: 5 years (Required).
Software Development Life Cycle (SDLC): 3 years (Required).
Business Process Reengineering: 3 years (Required).",29 days ago,2021-01-15,https://www.indeed.com/company/The-Teltech-Group/jobs/Business-Analyst-de4ead544615111c?fccid=974b908ef6a61ecb&vjs=3,Yearly,130000.0,141136.0,135568.0,135568.0,120K - 150K
29,9-1-1 Data Analyst,"$40,000 a year",911 Datamaster Inc,"Austin, TX",Remote,,"Identify data inconsistencies and conflicts in address data sets.
Work towards aggressive timelines to maximize data accuracy.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=3a15649f06e8412d&fccid=71a4a076bedd6e89&vjs=3,Yearly,40000.0,0.0,40000.0,40000.0,0 - 50K
35,Senior RPA Business Analyst,"$74,000 - $96,000 a year",Indeed,"Austin, TX",,4.3,"Proficiency in manipulating data sets in SQL or equivalent and drawing insights from data.
Strong ability to analyze quantitative and qualitative data, optimize…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=109db60ad5caa906&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,74000.0,96000.0,85000.0,85000.0,70K - 90K
51,Data Intelligence Analyst,"$4,599 - $6,066 a month",Health & Human Services Comm,"Austin, TX",,3.4,Effectively communicates verbally and in writing data research analysis reports and findings to internal and external entities.,30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=dce09b873ae46a42&fccid=113517153f849886&vjs=3,Monthly,4599.0,6066.0,5332.5,63990.0,50K - 70K
52,Data Analyst III,"$4,301 - $5,671 a month",Dept of State Health Services,"Austin, TX",,3.4,"Works to analyze data to ensure there are no data inconsistencies.
Minimum 2 years’ Experience in data analysis, data modelling, and process design.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=c1161057be9ae833&fccid=113517153f849886&vjs=3,Monthly,4301.0,5671.0,4986.0,59832.0,50K - 70K
55,Business Analyst Intern - Diversity Programs,$25 an hour,Oracle,"Austin, TX",,3.8,"No Visa Sponsorship is available for this position.
Location: Austin, TX (priority), Redwood, CA (relocation and/or travel not available).",24 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=108142ff4c3ea4ca&fccid=cd22d01053af7669&vjs=3,Hourly,25.0,0.0,25.0,61100.0,50K - 70K
58,Business Intelligence Analyst - Staff,"$70,000 - $90,000 a year",Indeed,"Austin, TX",,4.3,"Knowledge of ETL and data warehouse concepts and processes preferred.
Experience with fast-paced, data-driven business model preferred.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=819bbfc9222ee6fe&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,70000.0,90000.0,80000.0,80000.0,70K - 90K
70,Data Analyst- Public Education,"$45,000 a year",Legislative Budget Board,"Austin, TX",,,The position will also support the budget analyst responsible for the state’s public school finance system; respond to related ad hoc data requests; and perform…,30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=89d96d9de197f623&fccid=75b16a3cb195c636&vjs=3,Yearly,45000.0,0.0,45000.0,45000.0,0 - 50K
75,"Associate, Strategy and Operations (Data Analyst IV)","$4,917 - $6,489 a month",TEXAS EDUCATION AGENCY,"Austin, TX",,3.7,"Advanced Excel knowledge with experience in financial modeling and data analysis.
Travel: Yes, 5 % of the Time.
Standard Hours Per Week: 40.00.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=4e32daf2fd110f87&fccid=f80b1ab2ecf7173c&vjs=3,Monthly,4917.0,6489.0,5703.0,68436.0,50K - 70K
76,Business Analyst,"$85,000 - $115,000 a year","Applica Scientific, Inc.","Austin, TX",Remote,,"Customer-facing software delivery: 5 years (Preferred).
5+ years of experience in software development and data conversion projects.",Today,2021-01-15,"https://www.indeed.com/company/QuantumTree,-Inc./jobs/Business-Analyst-121a75c1d6273ea4?fccid=cccfa84f9df0cf42&vjs=3",Yearly,85000.0,115000.0,100000.0,100000.0,90K - 120K
80,Business Analyst,"$50,000 - $75,000 a year",Buchanan & Edwards,"Austin, TX",Temporarily remote,4.0,"Communicate frequently with business process owners to identify application needs, define requirements, plan, and implement changes to support those needs…",25 days ago,2021-01-15,https://www.indeed.com/company/Buchanan-&-Edwards/jobs/Business-Analyst-ab4e38952fa153b5?fccid=ede552e94c87091b&vjs=3,Yearly,50000.0,75000.0,62500.0,62500.0,50K - 70K
88,Seasonal Anti-Money Laundering (AML) Compliance Analyst (TEMP),$22 an hour,TSYS,"Austin, TX",Temporarily remote,3.4,"Run queries and analyze transaction data against customer profiles;
Bachelor’s degree with a minimum of 1 to 3 years specific BSA/AML investigation experience…",23 days ago,2021-01-15,https://www.indeed.com/company/Global-Payments-Inc./jobs/Seasonal-Anti-Money-Laundering-559540b1ce5ae9e8?fccid=8a20e0e3ceb4f553&vjs=3,Hourly,22.0,0.0,22.0,53768.0,50K - 70K
89,Business Analyst,$34 - $75 an hour,KP infosystems Inc,"Austin, TX",Remote,,"5 Functional and technical requirements gathering, analysis and documentation with a strong attention to detail.",23 days ago,2021-01-15,https://www.indeed.com/company/KP-infosystems-Inc/jobs/Business-Analyst-ee8c01fbd92f9487?fccid=2cb46da494df2fa8&vjs=3,Hourly,34.0,75.0,54.5,133198.0,120K - 150K
91,Business Analyst III (21-0161),"$4,917 - $6,000 a month",OFFICE OF THE ATTORNEY GENERAL,"Austin, TX",,4.0,"Ability to travel (including overnight travel) up to 5%.
Experience: 3 years of full-time experience working in the following (or closely related) fields:…",9 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=aaec968457b3ca3e&fccid=c8984fb62e53665b&vjs=3,Monthly,4917.0,6000.0,5458.5,65502.0,50K - 70K
109,Business Analyst,"$4,301 - $7,040 a month",Health & Human Services Comm,"Austin, TX",,3.4,"Serves as a senior analyst in the development and implementation of eligibility programs’ business rules, business requirements, and technical specifications of…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=c3d08075c61177bf&fccid=113517153f849886&vjs=3,Monthly,4301.0,7040.0,5670.5,68046.0,50K - 70K
116,Financial Analyst I,"$3,763 - $4,167 a month",Texas Bond Review Board,"Austin, TX",,,"Performs initial data management task, such as conduct data profiling, assess data quality, write SQL queries to extract and integrate data.",18 days ago,2021-01-15,https://www.indeed.com/company/Texas-Bond-Review-Board/jobs/Financial-Analyst-f0290a3c6b8c8213?fccid=d63d0729f762dc58&vjs=3,Monthly,3763.0,4167.0,3965.0,47580.0,0 - 50K
117,PEIMS Analyst,"$65,902 a year",Leander Independent School District,"Leander, TX",,4.1,"Analyze PEIMS data for errors, data anomalies, and longitudinal studies to ensure accurate state reporting.
Ability to compute, analyze and interpret numerical…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=aa44bafbf4d72248&fccid=c581392c446a3656&vjs=3,Yearly,65902.0,0.0,65902.0,65902.0,50K - 70K
119,DMV Business Analyst Manager,"$5,259 - $7,500 a month",TEXAS DEPARTMENT OF MOTOR VEHICLES,"Austin, TX",Remote,3.5,"Experience – Minimum of five (5) years’ experience analyzing, developing, and supporting applications software development projects.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=d4891dd26a1b8317&fccid=3fd674b3700d7533&vjs=3,Monthly,5259.0,7500.0,6379.5,76554.0,70K - 90K
124,Business Analyst (Business Analyst III),"$4,917 - $7,084 a month",TEXAS EDUCATION AGENCY,"Austin, TX",,3.7,Experience: At least five [5] years of experience in deriving requirements from interviews with customers and creating system requirements documents based on…,30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=6ccf5a55c8e2b7e7&fccid=f80b1ab2ecf7173c&vjs=3,Monthly,4917.0,7084.0,6000.5,72006.0,70K - 90K
129,Business Process Analyst,"$51,000 - $59,000 a year",City of Pflugerville,"Pflugerville, TX",,3.9,"3 years of experience in municipal government, preferably in Finance desired.
Conducts complex and sensitive administrative, operational, and management…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=c627b1493f0ab234&fccid=309d6141c62e0653&vjs=3,Yearly,51000.0,59000.0,55000.0,55000.0,50K - 70K
137,Sr. Functional Business Analyst/Product Owner,$50 - $55 an hour,TTS Solutions Inc,"Austin, TX",Temporarily remote,,"Experience analyzing qualitative and quantitative data to inform decision-making process.
Agile Scrum Desired Skills SaaS, B2B, and/or enterprise-software,…",10 days ago,2021-01-15,https://www.indeed.com/company/TTS-Solutions-Inc/jobs/Senior-Functional-Business-Analyst-Product-Owner-1617ad3f0e992028?fccid=012a0d5734a3318c&vjs=3,Hourly,50.0,55.0,52.5,128310.0,120K - 150K
138,Deskside Support Analyst -Austin- 2 year contract-W2,$22 an hour,Avanade,"Austin, TX",,3.6,"Proven working experience as a data analyst or business data analyst.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=89bd8a05c025c7fa&fccid=5386281035076fdf&vjs=3,Hourly,22.0,0.0,22.0,53768.0,50K - 70K
144,IT Service Desk Compliance Analyst (ITSM Operations),$55 - $65 an hour,My HR Management,"Austin, TX",,,"Prepares reports by collecting, analyzing and summarizing data.
Work involves examining, evaluating, and monitoring ticket, call data and SLAs to ensure…",30+ days ago,2021-01-15,https://www.indeed.com/company/My-HR-Management/jobs/IT-Service-Desk-Compliance-Analyst-fd43521021cfc4f1?fccid=eff40c33c1dce90b&vjs=3,Hourly,55.0,65.0,60.0,146640.0,120K - 150K
155,Systems Analyst V,"$4,917 - $6,489 a month",Dept of State Health Services,"Austin, TX",,3.4,"Manages activities of the data management team in preparing a reports, studies, and other deliverables containing analyses of vital statistics data related to…",16 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=707ff1028d45ee89&fccid=113517153f849886&vjs=3,Monthly,4917.0,6489.0,5703.0,68436.0,50K - 70K
162,Business Intelligence Consultant,$31.47 - $40.91 an hour,City of Austin,"Austin, TX",,4.1,"Skill in data analysis and data mining.
Troubleshoots reported data loads or reconciliation inconsistencies in conjunction with the sites for data models and/or…",18 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=9aa4a9694a311561&fccid=651f65cb69970e95&vjs=3,Hourly,31.47,40.91,36.19,88448.35999999999,70K - 90K
178,SAP BO Business Objects Administrator (w2 only),$45 - $65 an hour,Infolob,"Austin, TX",Temporarily remote,,"5-8 year's relevant experience with Bachelor's degree or Master's degree and 3-5 years of relevant experience.
SAP BOE security implementation and maintenance.",18 days ago,2021-01-15,https://www.indeed.com/company/infolob/jobs/SAP-Bo-Business-Object-Administrator-eb3cfc39acb6527d?fccid=5b83264e35625d6c&vjs=3,Hourly,45.0,65.0,55.0,134420.0,120K - 150K
195,DPS - FIN - CAPPS Financial Senior Data Analyst,"$5,500 - $7,000 a month",TEXAS DEPARTMENT OF PUBLIC SAFETY,"Austin, TX",,3.8,"Oversee projects that cross functional agency systems and other state entities that require coordinating, planning, and scheduling during project development…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=5d31664266a09cec&fccid=7f4166c3dc243265&vjs=3,Monthly,5500.0,7000.0,6250.0,75000.0,70K - 90K
205,TMD - Data Analyst II (BUILDER/Construction Specialist),"$4,200 - $4,600 a month",TEXAS MILITARY DEPARTMENT,"Austin, TX",,3.7,"Experience using BUILDER Remote Entry Database (BRED) or other field data collection methods, to collect field data for input and analysis is preferred.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=63b5035b195ea376&fccid=aee57ac9bbdcafb5&vjs=3,Monthly,4200.0,4600.0,4400.0,52800.0,50K - 70K
3,"Data Scientist - Job Seeker, Invitation Quality","$106,000 - $128,000 a year",Indeed,"Austin, TX",,4.3,"Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products.",2 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=7ff4928ad38952c2&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,106000.0,128000.0,117000.0,117000.0,90K - 120K
11,Marketing Data Scientist,"$70,000 - $92,000 a year",Indeed,"Austin, TX",,4.3,"Familiarity with machine learning techniques and algorithms (k-NN, SVM, DT, etc.).
Processing, cleansing, and verifying the integrity of data used for analysis.",28 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=4ceaeb6bd187493b&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,70000.0,92000.0,81000.0,81000.0,70K - 90K
16,Operations Research Analyst (Data Scientist),"$53,917 - $120,874 a year",US Department of the Army,"Austin, TX",,4.3,"Specialized Experience: One year of specialized experience which includes applying basic mathematical and statistics to perform routine, scientific or technical…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=9f1f2a0e18efddd2&fccid=c3b8389ba1f05d96&vjs=3,Yearly,53917.0,120874.0,87395.5,87395.5,70K - 90K
28,Data Scientist | FTE | Chinese Languages Skills required,"From $96,542 a year",Martian Wall Pvt Ltd,"Austin, TX",,,"A background in computer science, engineering, mathematics, or similar quantitative field with a minimum of 2 years professional experience.",23 days ago,2021-01-15,https://www.indeed.com/company/Martian-Wall-Pvt-Ltd/jobs/Data-Scientist-Fte-Chinese-Language-Skill-2a85674bd152a487?fccid=04bfb95215ca9033&vjs=3,Yearly,96542.0,0.0,96542.0,96542.0,90K - 120K
48,Data Science Manager,"$157,000 - $191,000 a year",Indeed,"Austin, TX",,4.3,"Our Data Scientists build and implement machine learning models to make timely decisions.
3+ years of industrial Data Science experience, with expertise in…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=9927d1aad7eec7d1&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,157000.0,191000.0,174000.0,174000.0,150K - 300K
53,Senior Marketing Data Scientist,"$89,000 - $118,000 a year",Indeed,"Austin, TX",,4.3,"A minimum of 5 years in a marketing analytics/data scientist role.
Proven, hands-on experience incorporating marketing principles with statistical analysis and…",28 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=eb5f311a6a60a1bc&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,89000.0,118000.0,103500.0,103500.0,90K - 120K
94,Machine Learning Research Scientist,"$100,000 - $120,000 a year",Senseye,"Austin, TX",,,"Competitive salary and stock option plan.
The Machine learning team at Senseye exists to service the development of systems that can identify, externalize,…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=d308d1fa7a469698&fccid=0289194061cbdfa2&vjs=3,Yearly,100000.0,120000.0,110000.0,110000.0,90K - 120K
148,DPS - FIN - CAPPS Financial Senior Data Analyst,"$5,500 - $7,000 a month",TEXAS DEPARTMENT OF PUBLIC SAFETY,"Austin, TX",,3.8,DPS employee who is selected for a position in their current salary group and state title will be transferred with no salary change.,30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=5d31664266a09cec&fccid=7f4166c3dc243265&vjs=3,Monthly,5500.0,7000.0,6250.0,75000.0,70K - 90K
16,Senior Site Reliability Engineer,"$110,000 - $125,000 a year",Karros Technologies LLC,"Austin, TX",,,GPS tracking and predictive machine learning reconcile the differences between planned routes with data pulled live from their fleet of buses.,30+ days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsEoYs0zmQ_q3WI7qzw-iHBuT0fISY0sslucT86UPhBK_0L8C8p89HcdRRrGbqkTThL3jk4usXw0HgH2oV8Bodg8IrnbG1vR_MX2sO3uL6_SolhFewKxui32BlWQyAViXW4ZxrnzzvYANin_xmGodR94XtKXS8HpPziohmEN0XSHTR7BuneYIqW80SUOkcJJ06vOrXUPxMkrsGXIfHRcgcQ8nMhm8VuJ2DsiTl6qrEh1bH1y0XPa2kz55AzSW1Z05J84Wyw9f7uZbT6R9S8gPwtdRNy-59Hhbt1YixPcUR52quR8q-IEOoeyjdd2x4IXJtmfrqZx_3T8rHshESP8BDU0gNyc1PsoTTBKW09qJV3Tk5Shs3Q-LX2HBho7BJS5HSJfDJ5nKe2lf7jhj8wWJV_hYZ2YzJwTwoYW1UcJQLQDqvwW3Md24vE8-kl6ntWTu-atT57AZCurh6RfU2MuPlSZCslQb96Wm8bvSbaWBykWh5SAMjN1zt&p=1&fvj=1&vjs=3,Yearly,110000.0,125000.0,117500.0,117500.0,90K - 120K
17,Front End Engineer - 3d WebGl,"$74,000 - $104,000 a year",Part Time Evil,"Austin, TX",Remote,,"Experience with computer vision and machine learning.
You are an enthusiastic programmer with experience making 3d scenes with WebGL.",30+ days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B9_fMc8w1GLNaEPvXyB-geIA_ePYiQGZyFqT716gAvmcp1tYyzl_Ay64T5UPxZKUZCgw7QP_yPgCpVb5RyTnPMdN7FClrc5yT7vHwYb6hYvP50Lmp8CIBGJcLewLKe65A54TautQI4rvueY26xq04bjLcucLvZC4Kl6z_frufjN57eMG9TfTrziUXWXYiUZAQL_Cm4011kDK7KzB3LBv7TpGfkwyfHtHtc41jLWJkvb0GknYjNimO1kPPVKSko_77ek7qTnSlldio6Bp4hBWNFUJNgq_yNlNy7Ljeid7UGbyEmhKtqXTsIKF4vqlGC2OQgHjbvlqOnzSKxJbWORyhnUuT_KdlAp3FsjtDK3hT1jYuv559bt_LrWrtGRE64i8jp-GiRxwPQJb-jrD9oUnMiASLU_UB4w4CNPuSwuFBiD2P3r9SQM_HZDxIfoz0yGrPRlHwD821P_bl_UlPMiuIk1AAFALcta0kF-NDLlw_PRQ==&p=2&fvj=1&vjs=3,Yearly,74000.0,104000.0,89000.0,89000.0,70K - 90K
18,Senior Software Development Engineer in Test (SDET),"$125,000 - $140,000 a year",Karros Technologies LLC,"Austin, TX",,,Location tracking and predictive machine learning reconcile the differences between planned routes with live data pulled from their fleet of buses.,30+ days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsEoYs0zmQ_q3WI7qzw-iHBuT0fISY0sslucT86UPhBK_0L8C8p89HpwIFgtjuVoMP30l2bs4_3kL3mxTvtwKUZh9U-mqS9bhparLFvxGqCEbedZOGTWYJJNzwQ0w5SRbHqgkoO7f2ZmaRtvueLYf0w39gwdGOY7QtT56Hxb4h0MMLwiJxQcU0kcI138fup4MFv5HFxNDupfuo76pCC40Nmpt4hfFOspPEcnrUqdfyCGFYDA8ijuIDDXt4nRnaXOYxYvJvx065UPoDgXKvbVc35pUrLAqUCWk-_R5IYZyJUK9FryPIbT9k6ssGY_UKT5QDGsrD6l6ofEFeN3z4SYyPGIcrW-QWwzfHy0OqGaa9f5aE7fyjXWAsjnvZ5dmwkh5dKV5doefz2Z89zfd2fOlyF_dHm44Rx4cWiQjCtul2WjJ-MW0kI3241zPXxifC6eOVm1Psf5QUCHOwNeqTtcx2ImLJVPj83nBt4ZqoYYsWIpEkIqUwylwUU_6OKCUcWZM=&p=3&fvj=1&vjs=3,Yearly,125000.0,140000.0,132500.0,132500.0,120K - 150K
25,Product Science - Growth and Monetization,"$116,000 - $142,000 a year",Indeed,"Austin, TX",Temporarily remote,4.3,"Production experience with machine learning and other advanced statistical methods.
While machine learning is one tool in our toolbox, Product Scientists use a…",3 days ago,2021-01-16,https://www.indeed.com/company/Indeed/jobs/Product-Science-62bb3507c61438ac?fccid=d6ef41e202aa2c0b&vjs=3,Yearly,116000.0,142000.0,129000.0,129000.0,120K - 150K
26,Hardware Engineer,"$50,000 - $65,000 a year",Pattern Bioscience,"Austin, TX",,,"Can use standard machine shop equipment such as mills, lathes, surface plates and dial indicators.
In this role, you will be responsible for supporting our…",4 days ago,2021-01-16,https://www.indeed.com/company/Pattern-Bioscience/jobs/Hardware-Engineer-3531f3bd8901620e?fccid=0cc2a0c35ad673e5&vjs=3,Yearly,50000.0,65000.0,57500.0,57500.0,50K - 70K
44,Campus Technologist - High School,$36.45 an hour,Leander Independent School District,"Leander, TX",,4.1,"Demonstrate regular and prompt attendance to ensure a consistent focus on student learning.
Constantly operates a computer and other office productivity…",28 days ago,2021-01-16,https://www.indeed.com/rc/clk?jk=c9965e63c78e5d99&fccid=c581392c446a3656&vjs=3,Hourly,36.45,0.0,36.45,89083.8,70K - 90K
50,Machine Learning Research Scientist,"$100,000 - $120,000 a year",Senseye,"Austin, TX",,,"The Machine learning team at Senseye exists to service the development of systems that can identify, externalize, predict, and anticipate human cognitive and…",30+ days ago,2021-01-16,https://www.indeed.com/rc/clk?jk=d308d1fa7a469698&fccid=0289194061cbdfa2&vjs=3,Yearly,100000.0,120000.0,110000.0,110000.0,90K - 120K
109,"Full Stack Software Engineer - Job Alerts (Java, Javascript)","$116,000 - $142,000 a year",Indeed,"Austin, TX",,4.3,"Work with Data Scientists to implement experiments that leverage machine learning models.
Other rewards may include quarterly bonuses, Long Term Incentives, an…",4 days ago,2021-01-16,https://www.indeed.com/rc/clk?jk=376bc84e4c33e593&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,116000.0,142000.0,129000.0,129000.0,120K - 150K
